Chromosome	LeftBP	RightBP	Smoothed_cMMb
chr2H	750535067	751886865	0.579303860712221
chr2H	751886865	752961391	0.920947262581197
chr2H	752961391	753567892	1.15764763026235
chr2H	753567892	754535290	0.727674231294159
chr2H	754535290	754640445	0.434663524137266
chr2H	754640445	755005509	0.306204416094486
chr2H	755005509	755094798	0.182079739897733
chr2H	755094798	755229191	0.120972064101509
chr2H	755229191	755245869	0.0797009842193032
chr2H	755245869	755520933	0
chr2H	755520933	758851064	0.295395503218376
chr2H	758851064	759627545	0.546345992111093
chr2H	759627545	760432940	0.643012673932423
chr2H	760432940	760725228	0.655835370095433
chr2H	760725228	762152399	0.675921406156622
chr2H	762152399	762706337	0.69906393343709
chr2H	762706337	764420842	0.700279427352393
chr3H	1006388	1367441	0.180436017721245
chr3H	1367441	2320782	0.296995843977587
chr3H	2320782	2471227	0.394879054327135
chr3H	2471227	2524845	0.412975262789246
chr3H	2524845	2701374	0.433384587796374
chr3H	2701374	3691178	0.536814435952284
chr3H	3691178	3865263	0.640027551366436
chr3H	3865263	3868857	0.655784039428159
chr3H	3868857	3981172	0.666062793668932
chr3H	3981172	4184471	0.694051291032789
chr3H	4184471	4636404	0.646387810582745
chr3H	4636404	7058539	0.437319749300485
chr3H	7058539	7598616	0.505428887787141
chr3H	7598616	7767217	0.521723281316182
chr3H	7767217	7767871	0.525614904277185
chr3H	7767871	7847809	0.527467928871278
chr3H	7847809	8709612	0.549121061120948
chr3H	8709612	8913941	0.573634273555796
chr3H	8913941	9095911	0.589222746920109
chr3H	9095911	10208858	0.641477034825322
chr3H	10208858	10689004	0.705763734499338
chr3H	10689004	11039299	0.73927484224006
chr3H	11039299	11703156	0.780199311211931
chr3H	11703156	11725120	0.807874512005063
chr3H	11725120	14011512	0.757132755187366
chr3H	14011512	14833004	0.688815955635819
chr3H	14833004	14955141	0.710037014005437
chr3H	14955141	17409777	0.767985477054216
chr3H	17409777	17613222	0.847904829718565
chr3H	17613222	21019726	0.953260396366347
chr3H	21019726	22601994	0.694791942167213
chr3H	22601994	23094350	0.584674431082085
chr3H	23094350	23189958	0.553466302627167
chr3H	23189958	23309513	0.542045816776425
chr3H	23309513	24951826	0.448528861886994
chr3H	24951826	25862827	0.489344733893673
chr3H	25862827	26174501	0.50888974336206
chr3H	26174501	28024994	0.543452954752851
chr3H	28024994	28161638	0.635315785724384
chr3H	28161638	28805649	0.671404479313241
chr3H	28805649	28808059	0.701287704807734
chr3H	28808059	30377424	0.77394887570349
chr3H	30377424	30445325	0.771241939272789
chr3H	30445325	30927745	0.770332078588282
chr3H	30927745	32615445	0.766744160139483
chr3H	32615445	33920301	0.869457167755998
chr3H	33920301	34959733	0.949919779382749
chr3H	34959733	35266121	0.748427134558795
chr3H	35266121	35367600	0.687362355787182
chr3H	35367600	36786736	0.459699861464779
chr3H	36786736	36787380	0.247134119190067
chr3H	36787380	36874153	0.234046274951925
chr3H	36874153	36987723	0.204051445820269
chr3H	36987723	37282230	0.142955226398783
chr3H	37282230	39453881	0.154432147847405
chr3H	39453881	39504125	0.164772326531044
chr3H	39504125	39504133	0.165006187563725
chr3H	39504133	44250535	0.357504875380789
chr3H	44250535	44976271	0.532995716060156
chr3H	44976271	44985725	0.47600822615291
chr3H	44985725	45400580	0.443118354344189
chr3H	45400580	47570630	0.242752125752002
chr3H	47570630	48467899	0.225522495817109
chr3H	48467899	48646496	0.219479181430984
chr3H	48646496	48647187	0.218472091561373
chr3H	48647187	48686327	0.218248354353102
chr3H	48686327	49677532	0.212460738831121
chr3H	49677532	51544152	0.1669161624471
chr3H	51544152	54793321	0.253998627142994
chr3H	54793321	54950033	0.331403403545463
chr3H	54950033	55590274	0.349515595007313
chr3H	55590274	62322435	0.243712584883296
chr3H	62322435	63626447	0.0348487603854021
chr3H	63626447	63807754	0.0052503981035284
chr3H	63807754	64126709	0
chr3H	64126709	64618663	0
chr3H	64618663	64674491	0
chr3H	64674491	67560907	0
chr3H	67560907	76088289	0
chr3H	76088289	81047480	0
chr3H	81047480	86150226	0
chr3H	86150226	95272209	0
chr3H	95272209	102209575	0.208686082261352
chr3H	102209575	103832919	0.284744934306349
chr3H	103832919	111849845	0.403214576767178
chr3H	111849845	112601789	0.323809897481139
chr3H	112601789	114511070	0.29613431042057
chr3H	114511070	115794456	0.262931956799998
chr3H	115794456	120307150	0
chr3H	120307150	122398053	0
chr3H	122398053	124057392	0.144368477573739
chr3H	124057392	124689523	0.182304741811246
chr3H	124689523	124689679	0.192772523063429
chr3H	124689679	142551916	0.163845002293158
chr3H	142551916	142771477	0.161541685754056
chr3H	142771477	149816719	0.0933962866056042
chr3H	149816719	155123442	0
chr3H	155123442	158707482	0
chr3H	158707482	167103638	0
chr3H	167103638	169952332	0
chr3H	169952332	183623287	0.12161906924933
chr3H	183623287	183696396	0.124752770527999
chr3H	183696396	184992490	0.123642371716306
chr3H	184992490	186950158	0.121003629719443
chr3H	186950158	190503279	0.133027518986187
chr3H	190503279	197517755	0.0331926128361714
chr3H	197517755	198409052	0.0906751902756875
chr3H	198409052	201162978	0.147488581158668
chr3H	201162978	202344467	0.135195768560752
chr3H	202344467	209728149	0.0429265452501677
chr3H	209728149	216876923	0.0450723296207315
chr3H	216876923	219956148	0.0521951865790374
chr3H	219956148	226364211	0.0654662877647664
chr3H	226364211	232458778	0.0771439355762126
chr3H	232458778	238600471	0.0783148380314044
chr3H	238600471	256194881	0
chr3H	256194881	259755368	0
chr3H	259755368	261024159	0
chr3H	261024159	267704766	0
chr3H	267704766	271769474	0
chr3H	271769474	286996551	0
chr3H	286996551	294750664	0
chr3H	294750664	298534459	0
chr3H	298534459	319229522	0
chr3H	319229522	323644575	0.0151558888009814
chr3H	323644575	326704393	0
chr3H	326704393	331630913	0
chr3H	331630913	333550523	0.00157407797265783
chr3H	333550523	336344779	0
chr3H	336344779	336499733	0
chr3H	336499733	341217274	0.00183019748834859
chr3H	341217274	354288728	0
chr3H	354288728	355986205	0
chr3H	355986205	360097463	0
chr3H	360097463	361099771	0
chr3H	361099771	364646768	0
chr3H	364646768	367111723	0.00790796674016762
chr3H	367111723	367114857	0.125208194438065
chr3H	367114857	367856122	0.160587053222367
chr3H	367856122	370217575	0.209127755842108
chr3H	370217575	373635443	0.237721194348242
chr3H	373635443	374141067	0.190066460457424
chr3H	374141067	377137385	0.198021315625056
chr3H	377137385	378660028	0.202585475883738
chr3H	378660028	380655082	0.193738055714166
chr3H	380655082	386171488	0.0338337623294051
chr3H	386171488	394389300	0
chr3H	394389300	398402893	0
chr3H	398402893	401079100	0
chr3H	401079100	401079350	0
chr3H	401079350	401710570	0
chr3H	401710570	402907799	0
chr3H	402907799	403670310	0
chr3H	403670310	405679078	0
chr3H	405679078	408772778	0
chr3H	408772778	411949429	0
chr3H	411949429	413469543	0.0945208521989087
chr3H	413469543	416613563	0.151162442037158
chr3H	416613563	417329164	0.159734783828798
chr3H	417329164	423198950	0.224777235118408
chr3H	423198950	423371383	0.107764434513627
chr3H	423371383	428567922	0.0684912255787439
chr3H	428567922	430630118	0.0977200708987494
chr3H	430630118	430795973	0.108434235660718
chr3H	430795973	432098368	0.115494699003685
chr3H	432098368	434842337	0.166110141324755
chr3H	434842337	436621395	0.365361893766012
chr3H	436621395	441096123	0.394891790159308
chr3H	441096123	446060694	0
chr3H	446060694	447065363	0
chr3H	447065363	447516463	0
chr3H	447516463	449665313	0
chr3H	449665313	457636172	0
chr3H	457636172	462627506	0.0639242766385572
chr3H	462627506	464907622	5.63243099815491e-06
chr3H	464907622	469771904	0
chr3H	469771904	470547209	0
chr3H	470547209	470815949	0
chr3H	470815949	473173134	0
chr3H	473173134	474830452	0
chr3H	474830452	479845266	0
chr3H	479845266	482733343	0
chr3H	482733343	486901934	0
chr3H	486901934	487528364	0.196589382351969
chr3H	487528364	489991522	0.275574579906722
chr3H	489991522	491895585	0.316521897226554
chr3H	491895585	493556092	0.291583129685577
chr3H	493556092	493556239	0.279964711735587
chr3H	493556239	496167125	0.154606049817482
chr3H	496167125	499361359	0
chr3H	499361359	501045247	0
chr3H	501045247	501048067	0
chr3H	501048067	502810994	0
chr3H	502810994	503112337	0.00260313829679861
chr3H	503112337	504750874	0.0731838758460237
chr3H	504750874	507024473	0.215523321725601
chr3H	507024473	508406692	0.316880971745748
chr3H	508406692	508773606	0.365375730087845
chr3H	508773606	509144774	0.341689066732204
chr3H	509144774	509823130	0.308007549405314
chr3H	509823130	510245868	0.272671038149225
chr3H	510245868	511669866	0.213405246626409
chr3H	511669866	513352550	0.0676193132122987
chr3H	513352550	517015889	0.170577675485871
chr3H	517015889	518358328	0.20741043241264
chr3H	518358328	518661156	0.184717701107153
chr3H	518661156	520181223	0.159574993915484
chr3H	520181223	521561360	0.0405940325296444
chr3H	521561360	524982906	0
chr3H	524982906	525056378	0.038143824721639
chr3H	525056378	529840580	0.121983558756634
chr3H	529840580	530321562	0.279274796549259
chr3H	530321562	532381995	0.222988366682856
chr3H	532381995	532386292	0.177259400599765
chr3H	532386292	534070384	0.241052236530304
chr3H	534070384	534247279	0.311366387096238
chr3H	534247279	535465692	0.364085668207741
chr3H	535465692	535783493	0.417558793638169
chr3H	535783493	535790327	0.428858813084748
chr3H	535790327	538157969	0.511510483346536
chr3H	538157969	538660122	0.52513974896493
chr3H	538660122	539948713	0.533644372337173
chr3H	539948713	540867182	0.379397168972628
chr3H	540867182	541045055	0.302775922866455
chr3H	541045055	541490133	0.259239068597361
chr3H	541490133	542983399	0.123771912671177
chr3H	542983399	543137369	0.18373011392444
chr3H	543137369	544421660	0.236081776037652
chr3H	544421660	544458340	0.284164166823019
chr3H	544458340	545314204	0.316652124091675
chr3H	545314204	548580014	0.23357545510552
chr3H	548580014	548756146	0.294499961406374
chr3H	548756146	549071802	0.30320491375731
chr3H	549071802	549471407	0.315865476689879
chr3H	549471407	549472626	0.32296030987229
chr3H	549472626	550212338	0.336075247712032
chr3H	550212338	552742686	0.765465420599122
chr3H	552742686	553610237	0.59197722369571
chr3H	553610237	554385005	0.50812453647628
chr3H	554385005	555352850	0.468559165099563
chr3H	555352850	556704475	0.415896472954403
chr3H	556704475	559146523	0.329191204535424
chr3H	559146523	559686530	0.305447983396058
chr3H	559686530	560321028	0.296096535503819
chr3H	560321028	560934688	0.28615865997474
chr3H	560934688	565095821	0.475829234620214
chr3H	565095821	566286726	0.437347287422351
chr3H	566286726	567582668	0.333224908698164
chr3H	567582668	567974349	0.262565426570937
chr3H	567974349	570789584	0.269733581044303
chr3H	570789584	571162239	0.442332723139513
chr3H	571162239	574657494	0.510093610719891
chr3H	574657494	574922989	0.533744706114335
chr3H	574922989	578433074	0.340536921073611
chr3H	578433074	579792060	0.0555841775255125
chr3H	579792060	580441401	0.212206198382165
chr3H	580441401	580635964	0.278019161056576
chr3H	580635964	582486775	0.437530340903112
chr3H	582486775	583536652	0.398787554232743
chr3H	583536652	585223663	0.362232547998121
chr3H	585223663	585261753	0.254664241704819
chr3H	585261753	585359884	0.246170210195024
chr3H	585359884	587004559	0.137497912388806
chr3H	587004559	589499865	0.430321626223074
chr3H	589499865	589721973	0.379926708754633
chr3H	589721973	589722805	0.375792247498301
chr3H	589722805	590764865	0.356451633124305
chr3H	590764865	590807078	0.336343600874431
chr3H	590807078	591991392	0.356375738932495
chr3H	591991392	594731702	0.420474295094727
chr3H	594731702	597724095	0.631758057992719
chr3H	597724095	599409996	1.18746648499965
chr3H	599409996	599466360	0.745344739720002
chr3H	599466360	599557279	0.70796981856276
chr3H	599557279	600264802	0.505355078242214
chr3H	600264802	600275900	0.322995924660751
chr3H	600275900	600339115	0.304138062477348
chr3H	600339115	601474414	0
chr3H	601474414	603095161	0.0882740283800658
chr3H	603095161	605214250	0.398907406389158
chr3H	605214250	606323532	0.711108258569878
chr3H	606323532	606945369	0.878516783496609
chr3H	606945369	607246092	0.967733301111172
chr3H	607246092	608636481	0.93517399916718
chr3H	608636481	609385718	0.893979371619615
chr3H	609385718	611543683	0.601811337674423
chr3H	611543683	611561552	0.383144336904918
chr3H	611561552	611781347	0.359259576362118
chr3H	611781347	611855038	0.329764815554153
chr3H	611855038	612888418	0.389833002060595
chr3H	612888418	613632191	0.486258938477035
chr3H	613632191	613898250	0.541051067361429
chr3H	613898250	614358148	0.580440519773837
chr3H	614358148	615642071	0.433970334722247
chr3H	615642071	615642158	0.326121431475818
chr3H	615642158	617339425	0.183554187201287
chr3H	617339425	617523850	0
chr3H	617523850	617763263	0
chr3H	617763263	619132521	0
chr3H	619132521	619904936	0
chr3H	619904936	619931777	0
chr3H	619931777	620572155	0
chr3H	620572155	621113619	0.116965892189435
chr3H	621113619	621113789	0.197598089876456
chr3H	621113789	621230031	0.214928160361583
chr3H	621230031	621295592	0.241992885685499
chr3H	621295592	621816542	0.287938909620488
chr3H	621816542	621964836	0.340366060760616
chr3H	621964836	622002149	0.354906118260819
chr3H	622002149	622816924	0.421656879359446
chr3H	622816924	624282646	0.600306162570964
chr3H	624282646	625197059	0.500290786741415
chr3H	625197059	625205208	0.461523916309251
chr3H	625205208	627362478	0.370531096526572
chr3H	627362478	627767267	0.564481784882252
chr3H	627767267	628031126	0.615099174984372
chr3H	628031126	628756918	0.690016845764743
chr3H	628756918	628935274	0.758461845265305
chr3H	628935274	630556796	0.812733122854547
chr3H	630556796	630643848	0.864251333442021
chr3H	630643848	630722599	0.869250750423688
chr3H	630722599	631804839	0.904257825814137
chr3H	631804839	631827160	0.937563381326928
chr3H	631827160	632247045	0.871923227731862
chr3H	632247045	632252063	0.808851496043454
chr3H	632252063	632908903	0.710606649121152
chr3H	632908903	632915273	0.612161114085933
chr3H	632915273	633085996	0.585873791614933
chr3H	633085996	633641840	0.478023673169895
chr3H	633641840	634076447	0.331003153845447
chr3H	634076447	634853591	0.151133315446658
chr3H	634853591	634923676	0.195460490575694
chr3H	634923676	634931110	0.199516298732436
chr3H	634931110	635417153	0.225335104983345
chr3H	635417153	637570778	0.363443014082908
chr3H	637570778	638134537	0.270124707562846
chr3H	638134537	638509463	0.237889110917034
chr3H	638509463	638622877	0.221118915094138
chr3H	638622877	638623189	0.217213424472532
chr3H	638623189	638688049	0.214975337889066
chr3H	638688049	639130082	0.197568009242517
chr3H	639130082	640179038	0.284405841086586
chr3H	640179038	640357048	0.355866507252727
chr3H	640357048	640567124	0.378469321095778
chr3H	640567124	641758615	0.46009905777673
chr3H	641758615	642592659	0.505709439104814
chr3H	642592659	643457422	0.543962658660545
chr3H	643457422	644138185	0.578764343258672
chr3H	644138185	647753618	0.821250742745898
chr3H	647753618	648171173	1.63322944658553
chr3H	648171173	650644517	5.95769747183898
chr3H	650644517	651805595	13.0402903514021
chr3H	651805595	651809116	15.3098068205811
chr3H	651809116	652157212	15.9950217077168
chr3H	652157212	652305192	16.9617515881
chr3H	652305192	653287342	13.5686830235103
chr3H	653287342	653294646	10.59797588052
chr3H	653294646	653295101	10.5746804906156
chr3H	653295101	654496422	6.96650411508503
chr3H	654496422	654499243	3.35122413180682
chr3H	654499243	654554805	3.17593675601249
chr3H	654554805	654767726	2.3698514141255
chr3H	654767726	654775497	1.70725234352616
chr3H	654775497	655380561	0
chr3H	655380561	655486334	0.0779639186931388
chr3H	655486334	656335837	0.361076805456824
chr3H	656335837	658331074	1.20416566510799
chr3H	658331074	659694975	1.47059674993637
chr3H	659694975	660938022	1.67736764881911
chr3H	660938022	661418411	1.62058741354762
chr3H	661418411	666091294	0.9827200756254
chr3H	666091294	666221523	0.60325852804139
chr3H	666221523	666297465	0.586970345145188
chr3H	666297465	667178220	0.511388155059056
chr3H	667178220	670128886	0.0999950774574574
chr3H	670128886	670129769	5.8541994661803
chr3H	670129769	670203243	5.99916245874192
chr3H	670203243	671180259	8.04714952191095
chr3H	671180259	671372013	10.3257298414
chr3H	671372013	672215821	8.66639549841676
chr3H	672215821	672933709	6.16400954170961
chr3H	672933709	672938903	5.00537800116157
chr3H	672938903	673188759	4.59669824642175
chr3H	673188759	673608563	3.52366752868379
chr3H	673608563	673761469	2.60598479064403
chr3H	673761469	674285613	1.5211126951859
chr3H	674285613	676490418	0.972524238676212
chr3H	676490418	676624509	0.502346398571215
chr3H	676624509	678512385	0.404261708649217
chr3H	678512385	678513370	0.312633929614863
chr3H	678513370	679786090	0.250847085429425
chr3H	679786090	680228213	0.331800129370564
chr3H	680228213	681287031	0.402655445411775
chr3H	681287031	681332144	0.454769006099829
chr3H	681332144	681734603	0.475897655068174
chr3H	681734603	682180238	0.515933851296177
chr3H	682180238	683294717	0.52701323150909
chr3H	683294717	683722423	0.537965286277941
chr3H	683722423	683876449	0.542096542077209
chr3H	683876449	684369922	0.546694851949744
chr3H	684369922	684370298	0.55020199363219
chr3H	684370298	684467546	0.550895284900588
chr3H	684467546	685223115	0.556951690903634
chr3H	685223115	685402325	0.514218308901546
chr3H	685402325	686033929	0.477151981572155
chr3H	686033929	687519598	0.380360936938389
chr3H	687519598	687549675	0.31106867338076
chr3H	687549675	688380435	0.640934589241055
chr3H	688380435	688999137	1.19635693997028
chr3H	688999137	689251478	1.5301337141432
chr3H	689251478	689415947	1.68985200272714
chr3H	689415947	690418421	2.13701531175284
chr3H	690418421	692191383	0
chr3H	692191383	693288319	0
chr3H	693288319	693425600	0
chr3H	693425600	694227911	0
chr3H	694227911	694263172	0
chr3H	694263172	694560962	0
chr3H	694560962	694855059	0
chr3H	694855059	695935673	0
chr3H	695935673	698043469	0
chr4H	1290529	1302636	1.0753347928039
chr4H	1302636	1668279	0.487145681540054
chr4H	1668279	2271660	0
chr4H	2271660	2789908	0
chr4H	2789908	2800465	0
chr4H	2800465	3149790	0
chr4H	3149790	3623098	0
chr4H	3623098	3692423	0
chr4H	3692423	3772116	0
chr4H	3772116	4314841	0
chr4H	4314841	5074747	0
chr4H	5074747	6003451	0
chr4H	6003451	6225270	0
chr4H	6225270	6500728	0.514060405977269
chr4H	6500728	7870312	1.30599574722983
chr4H	7870312	8627438	2.32980961313431
chr4H	8627438	9579405	3.15257957778407
chr4H	9579405	9730297	3.07589335867846
chr4H	9730297	10019019	3.0453252302723
chr4H	10019019	10531487	2.9896152692662
chr4H	10531487	10552606	2.95251282045461
chr4H	10552606	11219316	2.90468530542214
chr4H	11219316	11770361	2.82000990562312
chr4H	11770361	12270846	2.74689279819949
chr4H	12270846	12283282	2.53129678481392
chr4H	12283282	13300813	2.09837089736011
chr4H	13300813	13713004	1.49741604573648
chr4H	13713004	14102449	1.16046449610924
chr4H	14102449	14733712	0.731430442851998
chr4H	14733712	14805561	0.435891472594289
chr4H	14805561	15277708	0.463266728111466
chr4H	15277708	15304563	0.488377771673518
chr4H	15304563	15304695	0.489735825814802
chr4H	15304695	15522510	0.500703470455943
chr4H	15522510	16286996	0.550135342877391
chr4H	16286996	16669632	0.607861425163611
chr4H	16669632	17916536	0.689864002159507
chr4H	17916536	18337769	1.03362433625394
chr4H	18337769	18759318	1.20730013259967
chr4H	18759318	19087562	1.3618132764132
chr4H	19087562	19183790	1.44928608981746
chr4H	19183790	19753724	1.58656502534914
chr4H	19753724	19930090	1.74035835127781
chr4H	19930090	20173462	1.8268556084648
chr4H	20173462	21415671	1.52336254792047
chr4H	21415671	21424712	1.26774155384066
chr4H	21424712	21432857	1.26423058288821
chr4H	21432857	22230481	1.0996180172309
chr4H	22230481	23477471	0.681918705990535
chr4H	23477471	23601200	0.900572379799338
chr4H	23601200	23601422	0.920344733959655
chr4H	23601422	23604127	0.920811641694383
chr4H	23604127	23695517	0.935821441249973
chr4H	23695517	23879732	0.979785262988838
chr4H	23879732	24251091	1.0684090408548
chr4H	24251091	25916241	1.39326787377
chr4H	25916241	27327299	1.70435984784997
chr4H	27327299	29429150	1.69983531542861
chr4H	29429150	30754735	1.24226103756494
chr4H	30754735	31158962	1.01132529529582
chr4H	31158962	31435366	0.920458758818806
chr4H	31435366	31621769	0.881474605358613
chr4H	31621769	32413112	0.799115003820414
chr4H	32413112	33956892	0.602417906800653
chr4H	33956892	34777219	0.696581601726592
chr4H	34777219	35090500	0.741733838016068
chr4H	35090500	35548340	0.772448015756325
chr4H	35548340	35787185	0.800197366271965
chr4H	35787185	35787821	0.809736027518921
chr4H	35787821	36217747	0.826885551129613
chr4H	36217747	36724107	1.2076736435548
chr4H	36724107	37600756	1.77014425500993
chr4H	37600756	37742566	2.18435215710743
chr4H	37742566	41461794	2.10381155550678
chr4H	41461794	41668935	0.219340450599569
chr4H	41668935	45245669	0.16985519343604
chr4H	45245669	46140224	0.177706332839418
chr4H	46140224	49577531	0.21904894857775
chr4H	49577531	50778167	0.420567830476251
chr4H	50778167	51665096	0.395228666702546
chr4H	51665096	53723117	0.359482440666293
chr4H	53723117	54542552	0.394791333716042
chr4H	54542552	58804724	0
chr4H	58804724	59520368	0
chr4H	59520368	63897527	0
chr4H	63897527	66861565	0.0814012250938597
chr4H	66861565	68389188	0.541573854571951
chr4H	68389188	69299585	0.735685759319488
chr4H	69299585	69380591	0.81461994554537
chr4H	69380591	70916009	0.943317471209488
chr4H	70916009	72688937	0.215082723746583
chr4H	72688937	72688986	0
chr4H	72688986	73671199	0
chr4H	73671199	76087995	0.408697984865726
chr4H	76087995	76591117	0.55977820693283
chr4H	76591117	77405732	0.627959573185594
chr4H	77405732	82516541	0
chr4H	82516541	94604681	0.0265549106703436
chr4H	94604681	96816474	0.474495952658396
chr4H	96816474	97456359	0.052477131645577
chr4H	97456359	97457045	0
chr4H	97457045	98736619	0
chr4H	98736619	103852876	0
chr4H	103852876	118867833	0.0425286505194994
chr4H	118867833	119346869	1.70955506088889e-05
chr4H	119346869	292267514	0
chr4H	292267514	348275448	0
chr4H	348275448	349308341	1.45659118251379
chr4H	349308341	350264054	1.33338534072097
chr4H	350264054	350266227	1.27403866723635
chr4H	350266227	350582961	1.25428050227626
chr4H	350582961	366230669	0.00329557548924374
chr4H	366230669	369399857	0
chr4H	369399857	402192107	0
chr4H	402192107	408288251	0
chr4H	408288251	414747214	0
chr4H	414747214	420308348	0
chr4H	420308348	420743663	0.0230593093214407
chr4H	420743663	424870308	0.0479063769491491
chr4H	424870308	435363347	0.0130929119527833
chr4H	435363347	440029216	0
chr4H	440029216	443996620	0
chr4H	443996620	459813388	0.184543180789226
chr4H	459813388	460076446	0
chr4H	460076446	460079063	0
chr4H	460079063	461460475	0
chr4H	461460475	462325077	0
chr4H	462325077	463386418	0
chr4H	463386418	464028169	0
chr4H	464028169	467767377	0
chr4H	467767377	469625104	0.816040080711992
chr4H	469625104	470548896	0.888508209819344
chr4H	470548896	471656963	0.94144511959416
chr4H	471656963	472369122	0.74072476794089
chr4H	472369122	476286851	0.387557724910128
chr4H	476286851	478924972	0.217515112084983
chr4H	478924972	480839137	0.333775331543073
chr4H	480839137	480893354	0.371954055330815
chr4H	480893354	484881273	0.36088124260357
chr4H	484881273	488134311	0.115925399099346
chr4H	488134311	489254555	0.0729499427907505
chr4H	489254555	489816721	0.224603678038166
chr4H	489816721	490025935	0.29413646629736
chr4H	490025935	492257862	0.514182799186258
chr4H	492257862	492500731	0.100915161706729
chr4H	492500731	494212244	0
chr4H	494212244	494330606	0.0263605358492811
chr4H	494330606	494332468	0.0429045390297796
chr4H	494332468	495699306	0.231251101722322
chr4H	495699306	495854079	0.440639719830864
chr4H	495854079	496360153	0.531578757542326
chr4H	496360153	496748272	0.461490948729634
chr4H	496748272	500201395	0.160410270509964
chr4H	500201395	501339584	0.32163930653929
chr4H	501339584	502029408	0.386869349833694
chr4H	502029408	504127576	0.486354878035326
chr4H	504127576	506666213	0.0384478917480927
chr4H	506666213	507100104	0
chr4H	507100104	508041564	0
chr4H	508041564	509230439	0
chr4H	509230439	511458393	0
chr4H	511458393	511791369	0
chr4H	511791369	512100746	0
chr4H	512100746	516497990	0.242162717525449
chr4H	516497990	520397587	0.151034367518808
chr4H	520397587	522900293	0.306184907872409
chr4H	522900293	525824436	0.289230899817435
chr4H	525824436	526146943	0.138322736124212
chr4H	526146943	526354949	0.113663859237149
chr4H	526354949	526929258	0.0773009251113069
chr4H	526929258	529292786	0.0871014725249734
chr4H	529292786	530354822	0.107863728158353
chr4H	530354822	534644930	0.179927940333349
chr4H	534644930	535955130	0.199895421592583
chr4H	535955130	537437604	0.218387727442354
chr4H	537437604	544139497	0.339406087059206
chr4H	544139497	544748028	0.662809311059105
chr4H	544748028	545849337	0.44256164499032
chr4H	545849337	545849913	0.300625791620296
chr4H	545849913	546808812	0.177034034846944
chr4H	546808812	550661796	0.132380418235235
chr4H	550661796	551588860	0.262878140871626
chr4H	551588860	551857400	0.295518733429475
chr4H	551857400	555556788	0.176741043375459
chr4H	555556788	555802149	0.199026773092026
chr4H	555802149	555805029	0.200429202455864
chr4H	555805029	555805379	0.200447450234616
chr4H	555805379	555814805	0.200502679425044
chr4H	555814805	556043667	0.201848879642776
chr4H	556043667	556824511	0.207553180476415
chr4H	556824511	557437524	0.319167321862901
chr4H	557437524	558302766	0.437539696199206
chr4H	558302766	558683948	0.537348029883013
chr4H	558683948	559759882	0.654027682989831
chr4H	559759882	560337783	0.21528135035733
chr4H	560337783	563098102	0
chr4H	563098102	567760048	NA
chr4H	567760048	568135239	NA
chr4H	568135239	568135239	NA
chr4H	568135239	568743474	NA
chr4H	568743474	569760181	0
chr4H	569760181	573531435	NA
chr4H	573531435	574543455	0.00713551174606929
chr4H	574543455	578445127	0.433753163739474
chr4H	578445127	578447444	0.42667627243362
chr4H	578447444	578977449	0.425711314557531
chr4H	578977449	579450177	0.42389362694371
chr4H	579450177	580170333	0.581049483336579
chr4H	580170333	580177436	0.67686182633424
chr4H	580177436	580623354	0.736544832577055
chr4H	580623354	581614604	0.925883752220899
chr4H	581614604	581788124	1.07933574491317
chr4H	581788124	582089123	1.14185099352048
chr4H	582089123	582935043	1.01029110828164
chr4H	582935043	583582367	0.839005246530658
chr4H	583582367	583815007	0.738067026085878
chr4H	583815007	584339243	0.651247887419565
chr4H	584339243	584557316	0.56609968876582
chr4H	584557316	585200008	0.467363732157196
chr4H	585200008	585756306	0.439303816426984
chr4H	585756306	586675142	0.404781313544749
chr4H	586675142	586901572	0.377978698469831
chr4H	586901572	586907514	0.372540505709206
chr4H	586907514	590053150	0.212463319265405
chr4H	590053150	590413361	0.422679268517185
chr4H	590413361	590917631	0.474514871732364
chr4H	590917631	591927673	0.56531533579807
chr4H	591927673	595105477	0.132267534666233
chr4H	595105477	595205029	0.33502570985766
chr4H	595205029	595772167	0.376271411520334
chr4H	595772167	596447112	0.453114599296179
chr4H	596447112	599001572	0.208552591314298
chr4H	599001572	599032296	0.0127772735568066
chr4H	599032296	599170294	0
chr4H	599170294	599232376	0.0333899018953312
chr4H	599232376	599381729	0.0686747574892903
chr4H	599381729	599525496	0.117591431037668
chr4H	599525496	600035002	0.22661142994245
chr4H	600035002	600583559	0.403183899799906
chr4H	600583559	600671237	0.509360550301585
chr4H	600671237	601568256	0.673689499854898
chr4H	601568256	601707793	0.846672822271016
chr4H	601707793	602782584	0.718467403931562
chr4H	602782584	604403847	0.433825420105317
chr4H	604403847	604442990	0.258524310484737
chr4H	604442990	607442183	0.64338697519984
chr4H	607442183	607800862	0.928610526729153
chr4H	607800862	608851343	1.04830705473053
chr4H	608851343	610307213	1.48926004325366
chr4H	610307213	611212296	1.90463254339936
chr4H	611212296	611480536	2.13285311185335
chr4H	611480536	612082524	2.30211931463347
chr4H	612082524	613644778	2.72308143632717
chr4H	613644778	613762451	3.04984047446177
chr4H	613762451	616244602	2.21287846972005
chr4H	616244602	616748705	1.25151295632069
chr4H	616748705	617390305	1.22464687166001
chr4H	617390305	617971329	1.19597703323577
chr4H	617971329	618415678	1.171932618735
chr4H	618415678	618419852	1.16141500911867
chr4H	618419852	618502745	1.15937333741741
