dSNP_Count Transcript
1 HORVU0Hr1G024390.2
1 HORVU0Hr1G033200.1
1 HORVU0Hr1G038680.3
1 HORVU0Hr1G038960.25
1 HORVU0Hr1G039090.1
1 HORVU0Hr1G039850.1
1 HORVU0Hr1G040120.1
1 HORVU0Hr1G040210.1
1 HORVU0Hr1G040490.1
1 HORVU1Hr1G000010.3
1 HORVU1Hr1G000060.3
1 HORVU1Hr1G000210.1
1 HORVU1Hr1G001120.2
1 HORVU1Hr1G001540.1
1 HORVU1Hr1G001570.1
1 HORVU1Hr1G001660.1
1 HORVU1Hr1G001750.6
1 HORVU1Hr1G002060.2
1 HORVU1Hr1G002150.11
1 HORVU1Hr1G002600.12
1 HORVU1Hr1G002850.9
1 HORVU1Hr1G003160.1
1 HORVU1Hr1G003460.1
1 HORVU1Hr1G003700.3
1 HORVU1Hr1G003740.1
1 HORVU1Hr1G003960.1
1 HORVU1Hr1G004700.1
1 HORVU1Hr1G005450.1
1 HORVU1Hr1G005520.5
1 HORVU1Hr1G005680.2
1 HORVU1Hr1G007290.18
1 HORVU1Hr1G007600.14
1 HORVU1Hr1G007730.31
1 HORVU1Hr1G007810.3
1 HORVU1Hr1G007850.2
1 HORVU1Hr1G007880.1
1 HORVU1Hr1G007950.1
1 HORVU1Hr1G008160.3
1 HORVU1Hr1G008250.12
1 HORVU1Hr1G008360.2
1 HORVU1Hr1G008690.1
1 HORVU1Hr1G009430.4
1 HORVU1Hr1G009900.2
1 HORVU1Hr1G011430.1
1 HORVU1Hr1G011950.2
1 HORVU1Hr1G011960.1
1 HORVU1Hr1G012220.1
1 HORVU1Hr1G013160.7
1 HORVU1Hr1G013540.1
1 HORVU1Hr1G014120.3
1 HORVU1Hr1G014910.1
1 HORVU1Hr1G015620.1
1 HORVU1Hr1G015750.1
1 HORVU1Hr1G015890.1
1 HORVU1Hr1G016140.3
1 HORVU1Hr1G016270.1
1 HORVU1Hr1G016720.1
1 HORVU1Hr1G017670.1
1 HORVU1Hr1G017700.2
1 HORVU1Hr1G018030.1
1 HORVU1Hr1G018040.1
1 HORVU1Hr1G018050.1
1 HORVU1Hr1G018080.34
1 HORVU1Hr1G019640.12
1 HORVU1Hr1G020300.1
1 HORVU1Hr1G020330.1
1 HORVU1Hr1G020470.15
1 HORVU1Hr1G020520.1
1 HORVU1Hr1G020530.3
1 HORVU1Hr1G020560.1
1 HORVU1Hr1G021120.1
1 HORVU1Hr1G021250.1
1 HORVU1Hr1G021600.20
1 HORVU1Hr1G021710.1
1 HORVU1Hr1G021930.2
1 HORVU1Hr1G022060.1
1 HORVU1Hr1G022070.1
1 HORVU1Hr1G022110.1
1 HORVU1Hr1G022450.70
1 HORVU1Hr1G023280.1
1 HORVU1Hr1G024640.2
1 HORVU1Hr1G024860.1
1 HORVU1Hr1G024870.4
1 HORVU1Hr1G025150.1
1 HORVU1Hr1G025970.1
1 HORVU1Hr1G026020.1
1 HORVU1Hr1G026040.5
1 HORVU1Hr1G026510.1
1 HORVU1Hr1G026580.2
1 HORVU1Hr1G026620.1
1 HORVU1Hr1G026880.1
1 HORVU1Hr1G027620.2
1 HORVU1Hr1G031220.7
1 HORVU1Hr1G031680.2
1 HORVU1Hr1G031970.1
1 HORVU1Hr1G033210.2
1 HORVU1Hr1G034650.2
1 HORVU1Hr1G037320.9
1 HORVU1Hr1G038000.1
1 HORVU1Hr1G038410.7
1 HORVU1Hr1G038560.1
1 HORVU1Hr1G040300.1
1 HORVU1Hr1G040920.1
1 HORVU1Hr1G041480.1
1 HORVU1Hr1G042290.1
1 HORVU1Hr1G042340.1
1 HORVU1Hr1G042690.2
1 HORVU1Hr1G043790.1
1 HORVU1Hr1G043820.4
1 HORVU1Hr1G043940.3
1 HORVU1Hr1G044630.1
1 HORVU1Hr1G044800.1
1 HORVU1Hr1G045110.3
1 HORVU1Hr1G045190.2
1 HORVU1Hr1G045490.1
1 HORVU1Hr1G047400.8
1 HORVU1Hr1G048010.1
1 HORVU1Hr1G048420.1
1 HORVU1Hr1G048650.1
1 HORVU1Hr1G049060.2
1 HORVU1Hr1G049680.1
1 HORVU1Hr1G050580.7
1 HORVU1Hr1G051110.1
1 HORVU1Hr1G051640.1
1 HORVU1Hr1G052780.11
1 HORVU1Hr1G054240.2
1 HORVU1Hr1G054500.1
1 HORVU1Hr1G054510.1
1 HORVU1Hr1G054530.14
1 HORVU1Hr1G055530.2
1 HORVU1Hr1G057120.1
1 HORVU1Hr1G057530.2
1 HORVU1Hr1G057640.8
1 HORVU1Hr1G057940.10
1 HORVU1Hr1G058250.2
1 HORVU1Hr1G058600.1
1 HORVU1Hr1G058720.3
1 HORVU1Hr1G059050.19
1 HORVU1Hr1G059130.1
1 HORVU1Hr1G059220.10
1 HORVU1Hr1G060110.1
1 HORVU1Hr1G060140.6
1 HORVU1Hr1G060270.1
1 HORVU1Hr1G060530.4
1 HORVU1Hr1G060920.2
1 HORVU1Hr1G060940.30
1 HORVU1Hr1G061600.33
1 HORVU1Hr1G061920.1
1 HORVU1Hr1G062050.1
1 HORVU1Hr1G062160.1
1 HORVU1Hr1G062480.1
1 HORVU1Hr1G062590.3
1 HORVU1Hr1G063510.1
1 HORVU1Hr1G063530.1
1 HORVU1Hr1G064790.1
1 HORVU1Hr1G064870.3
1 HORVU1Hr1G066510.7
1 HORVU1Hr1G066760.2
1 HORVU1Hr1G066970.3
1 HORVU1Hr1G070230.1
1 HORVU1Hr1G070610.1
1 HORVU1Hr1G071560.4
1 HORVU1Hr1G071710.17
1 HORVU1Hr1G072420.1
1 HORVU1Hr1G074380.4
1 HORVU1Hr1G075190.2
1 HORVU1Hr1G077370.1
1 HORVU1Hr1G077510.5
1 HORVU1Hr1G077820.10
1 HORVU1Hr1G077850.2
1 HORVU1Hr1G078280.4
1 HORVU1Hr1G079860.1
1 HORVU1Hr1G080060.1
1 HORVU1Hr1G080470.1
1 HORVU1Hr1G080500.1
1 HORVU1Hr1G081110.3
1 HORVU1Hr1G081260.3
1 HORVU1Hr1G081720.1
1 HORVU1Hr1G081810.1
1 HORVU1Hr1G082070.1
1 HORVU1Hr1G082090.23
1 HORVU1Hr1G082670.6
1 HORVU1Hr1G083130.2
1 HORVU1Hr1G083580.1
1 HORVU1Hr1G083800.3
1 HORVU1Hr1G084260.51
1 HORVU1Hr1G084860.2
1 HORVU1Hr1G085700.1
1 HORVU1Hr1G086090.1
1 HORVU1Hr1G086300.2
1 HORVU1Hr1G086900.1
1 HORVU1Hr1G087130.1
1 HORVU1Hr1G087440.1
1 HORVU1Hr1G087460.6
1 HORVU1Hr1G088620.1
1 HORVU1Hr1G089820.3
1 HORVU1Hr1G090450.9
1 HORVU1Hr1G090570.2
1 HORVU1Hr1G090610.1
1 HORVU1Hr1G090780.5
1 HORVU1Hr1G090870.2
1 HORVU1Hr1G090960.1
1 HORVU1Hr1G091080.1
1 HORVU1Hr1G091260.1
1 HORVU1Hr1G091370.1
1 HORVU1Hr1G091430.5
1 HORVU1Hr1G091460.2
1 HORVU1Hr1G091550.1
1 HORVU1Hr1G091970.6
1 HORVU1Hr1G092150.1
1 HORVU1Hr1G092240.6
1 HORVU1Hr1G092310.2
1 HORVU1Hr1G092680.1
1 HORVU1Hr1G093080.1
1 HORVU1Hr1G093150.1
1 HORVU1Hr1G093250.6
1 HORVU1Hr1G093590.2
1 HORVU1Hr1G093780.2
1 HORVU1Hr1G093890.6
1 HORVU1Hr1G093900.1
1 HORVU1Hr1G094010.1
1 HORVU1Hr1G095100.1
1 HORVU1Hr1G095430.9
1 HORVU2Hr1G000130.2
1 HORVU2Hr1G000190.2
1 HORVU2Hr1G000390.20
1 HORVU2Hr1G000550.1
1 HORVU2Hr1G000560.16
1 HORVU2Hr1G000630.1
1 HORVU2Hr1G000700.7
1 HORVU2Hr1G000770.22
1 HORVU2Hr1G000940.11
1 HORVU2Hr1G001160.1
1 HORVU2Hr1G001370.2
1 HORVU2Hr1G001450.1
1 HORVU2Hr1G001780.1
1 HORVU2Hr1G002050.1
1 HORVU2Hr1G002210.1
1 HORVU2Hr1G002240.3
1 HORVU2Hr1G003120.1
1 HORVU2Hr1G003340.9
1 HORVU2Hr1G003540.3
1 HORVU2Hr1G003580.11
1 HORVU2Hr1G003800.1
1 HORVU2Hr1G004150.3
1 HORVU2Hr1G004180.1
1 HORVU2Hr1G004730.1
1 HORVU2Hr1G005080.1
1 HORVU2Hr1G006230.1
1 HORVU2Hr1G006380.5
1 HORVU2Hr1G006470.15
1 HORVU2Hr1G006590.3
1 HORVU2Hr1G006600.1
1 HORVU2Hr1G006700.18
1 HORVU2Hr1G006930.5
1 HORVU2Hr1G007500.1
1 HORVU2Hr1G007510.1
1 HORVU2Hr1G007660.2
1 HORVU2Hr1G008440.3
1 HORVU2Hr1G009160.5
1 HORVU2Hr1G009520.1
1 HORVU2Hr1G011450.1
1 HORVU2Hr1G012160.1
1 HORVU2Hr1G012710.2
1 HORVU2Hr1G013980.3
1 HORVU2Hr1G014980.1
1 HORVU2Hr1G015100.1
1 HORVU2Hr1G015710.1
1 HORVU2Hr1G016750.17
1 HORVU2Hr1G016760.1
1 HORVU2Hr1G018390.1
1 HORVU2Hr1G019060.1
1 HORVU2Hr1G019120.5
1 HORVU2Hr1G019790.11
1 HORVU2Hr1G019820.1
1 HORVU2Hr1G020260.2
1 HORVU2Hr1G020680.2
1 HORVU2Hr1G022010.1
1 HORVU2Hr1G022620.8
1 HORVU2Hr1G022820.1
1 HORVU2Hr1G024340.1
1 HORVU2Hr1G024630.1
1 HORVU2Hr1G025390.2
1 HORVU2Hr1G025570.7
1 HORVU2Hr1G026570.1
1 HORVU2Hr1G026610.2
1 HORVU2Hr1G026620.1
1 HORVU2Hr1G026650.1
1 HORVU2Hr1G026750.9
1 HORVU2Hr1G027370.1
1 HORVU2Hr1G027490.2
1 HORVU2Hr1G027580.1
1 HORVU2Hr1G028070.1
1 HORVU2Hr1G028210.1
1 HORVU2Hr1G028320.1
1 HORVU2Hr1G028980.1
1 HORVU2Hr1G029090.3
1 HORVU2Hr1G029230.1
1 HORVU2Hr1G029830.2
1 HORVU2Hr1G030040.17
1 HORVU2Hr1G030400.3
1 HORVU2Hr1G030630.1
1 HORVU2Hr1G030690.18
1 HORVU2Hr1G031110.2
1 HORVU2Hr1G031230.1
1 HORVU2Hr1G035330.2
1 HORVU2Hr1G036560.3
1 HORVU2Hr1G038330.2
1 HORVU2Hr1G039600.2
1 HORVU2Hr1G039620.1
1 HORVU2Hr1G040530.1
1 HORVU2Hr1G041090.1
1 HORVU2Hr1G041780.2
1 HORVU2Hr1G042110.1
1 HORVU2Hr1G045140.1
1 HORVU2Hr1G045380.28
1 HORVU2Hr1G045610.3
1 HORVU2Hr1G048790.1
1 HORVU2Hr1G049700.1
1 HORVU2Hr1G052310.1
1 HORVU2Hr1G054210.5
1 HORVU2Hr1G055170.1
1 HORVU2Hr1G059290.1
1 HORVU2Hr1G059900.1
1 HORVU2Hr1G063250.4
1 HORVU2Hr1G063340.8
1 HORVU2Hr1G063850.7
1 HORVU2Hr1G063970.1
1 HORVU2Hr1G064080.2
1 HORVU2Hr1G064220.2
1 HORVU2Hr1G064620.1
1 HORVU2Hr1G066520.2
1 HORVU2Hr1G066530.1
1 HORVU2Hr1G068060.1
1 HORVU2Hr1G069710.4
1 HORVU2Hr1G069910.6
1 HORVU2Hr1G070480.1
1 HORVU2Hr1G071180.1
1 HORVU2Hr1G071240.12
1 HORVU2Hr1G072010.1
1 HORVU2Hr1G073240.2
1 HORVU2Hr1G073270.6
1 HORVU2Hr1G073590.3
1 HORVU2Hr1G073760.2
1 HORVU2Hr1G074420.1
1 HORVU2Hr1G075630.2
1 HORVU2Hr1G075850.13
1 HORVU2Hr1G077230.3
1 HORVU2Hr1G077970.1
1 HORVU2Hr1G080560.3
1 HORVU2Hr1G081020.1
1 HORVU2Hr1G081330.1
1 HORVU2Hr1G081400.8
1 HORVU2Hr1G082470.1
1 HORVU2Hr1G084130.1
1 HORVU2Hr1G084210.1
1 HORVU2Hr1G084710.1
1 HORVU2Hr1G084980.5
1 HORVU2Hr1G085370.4
1 HORVU2Hr1G085480.1
1 HORVU2Hr1G085560.4
1 HORVU2Hr1G085940.3
1 HORVU2Hr1G085950.1
1 HORVU2Hr1G086350.2
1 HORVU2Hr1G086770.1
1 HORVU2Hr1G086810.2
1 HORVU2Hr1G086910.6
1 HORVU2Hr1G087090.5
1 HORVU2Hr1G087400.1
1 HORVU2Hr1G087700.2
1 HORVU2Hr1G088180.1
1 HORVU2Hr1G088730.1
1 HORVU2Hr1G089030.8
1 HORVU2Hr1G089620.5
1 HORVU2Hr1G089770.1
1 HORVU2Hr1G090340.10
1 HORVU2Hr1G091360.1
1 HORVU2Hr1G091880.2
1 HORVU2Hr1G092290.6
1 HORVU2Hr1G092820.12
1 HORVU2Hr1G094140.1
1 HORVU2Hr1G095010.1
1 HORVU2Hr1G095050.4
1 HORVU2Hr1G095940.9
1 HORVU2Hr1G096820.1
1 HORVU2Hr1G096850.3
1 HORVU2Hr1G098660.4
1 HORVU2Hr1G099290.6
1 HORVU2Hr1G100230.4
1 HORVU2Hr1G101770.7
1 HORVU2Hr1G101840.1
1 HORVU2Hr1G102880.1
1 HORVU2Hr1G103540.1
1 HORVU2Hr1G104130.1
1 HORVU2Hr1G104330.2
1 HORVU2Hr1G104680.1
1 HORVU2Hr1G104780.1
1 HORVU2Hr1G105800.13
1 HORVU2Hr1G105910.1
1 HORVU2Hr1G106090.14
1 HORVU2Hr1G106100.4
1 HORVU2Hr1G106310.1
1 HORVU2Hr1G107020.1
1 HORVU2Hr1G109380.3
1 HORVU2Hr1G109410.1
1 HORVU2Hr1G109970.1
1 HORVU2Hr1G109990.2
1 HORVU2Hr1G110640.2
1 HORVU2Hr1G111120.1
1 HORVU2Hr1G111130.1
1 HORVU2Hr1G112800.2
1 HORVU2Hr1G113120.1
1 HORVU2Hr1G113260.1
1 HORVU2Hr1G113270.2
1 HORVU2Hr1G113320.9
1 HORVU2Hr1G113830.11
1 HORVU2Hr1G114380.1
1 HORVU2Hr1G114720.4
1 HORVU2Hr1G115020.1
1 HORVU2Hr1G115460.2
1 HORVU2Hr1G116520.12
1 HORVU2Hr1G116800.2
1 HORVU2Hr1G118520.1
1 HORVU2Hr1G118700.1
1 HORVU2Hr1G118790.15
1 HORVU2Hr1G120060.1
1 HORVU2Hr1G120200.1
1 HORVU2Hr1G120430.2
1 HORVU2Hr1G120610.4
1 HORVU2Hr1G120990.6
1 HORVU2Hr1G121190.1
1 HORVU2Hr1G121240.5
1 HORVU2Hr1G121980.1
1 HORVU2Hr1G122110.24
1 HORVU2Hr1G122510.1
1 HORVU2Hr1G122930.3
1 HORVU2Hr1G123870.2
1 HORVU2Hr1G124430.1
1 HORVU2Hr1G124800.1
1 HORVU2Hr1G124850.1
1 HORVU2Hr1G125060.1
1 HORVU2Hr1G125750.4
1 HORVU2Hr1G126010.3
1 HORVU2Hr1G126040.14
1 HORVU2Hr1G126250.1
1 HORVU2Hr1G126380.4
1 HORVU2Hr1G126470.2
1 HORVU2Hr1G126650.2
1 HORVU2Hr1G126940.1
1 HORVU2Hr1G127620.1
1 HORVU2Hr1G127690.1
1 HORVU2Hr1G127740.1
1 HORVU3Hr1G000130.1
1 HORVU3Hr1G000420.22
1 HORVU3Hr1G000490.3
1 HORVU3Hr1G000540.2
1 HORVU3Hr1G001960.10
1 HORVU3Hr1G002090.4
1 HORVU3Hr1G002520.1
1 HORVU3Hr1G002530.29
1 HORVU3Hr1G002670.37
1 HORVU3Hr1G002830.1
1 HORVU3Hr1G002900.2
1 HORVU3Hr1G002920.2
1 HORVU3Hr1G002980.5
1 HORVU3Hr1G003050.1
1 HORVU3Hr1G003820.2
1 HORVU3Hr1G004180.1
1 HORVU3Hr1G004840.1
1 HORVU3Hr1G004990.1
1 HORVU3Hr1G006400.1
1 HORVU3Hr1G006410.2
1 HORVU3Hr1G006640.3
1 HORVU3Hr1G006680.1
1 HORVU3Hr1G006740.7
1 HORVU3Hr1G006830.32
1 HORVU3Hr1G007210.1
1 HORVU3Hr1G007250.14
1 HORVU3Hr1G007590.6
1 HORVU3Hr1G007920.11
1 HORVU3Hr1G008060.1
1 HORVU3Hr1G008400.2
1 HORVU3Hr1G008680.31
1 HORVU3Hr1G009340.1
1 HORVU3Hr1G010290.11
1 HORVU3Hr1G010410.1
1 HORVU3Hr1G010450.18
1 HORVU3Hr1G010540.22
1 HORVU3Hr1G010590.3
1 HORVU3Hr1G010650.1
1 HORVU3Hr1G010760.20
1 HORVU3Hr1G011260.1
1 HORVU3Hr1G011330.8
1 HORVU3Hr1G012850.1
1 HORVU3Hr1G013300.5
1 HORVU3Hr1G013630.1
1 HORVU3Hr1G013650.6
1 HORVU3Hr1G013660.1
1 HORVU3Hr1G013690.6
1 HORVU3Hr1G014290.2
1 HORVU3Hr1G014410.2
1 HORVU3Hr1G014480.1
1 HORVU3Hr1G014770.1
1 HORVU3Hr1G014810.1
1 HORVU3Hr1G014830.1
1 HORVU3Hr1G015010.23
1 HORVU3Hr1G015180.14
1 HORVU3Hr1G015510.1
1 HORVU3Hr1G015870.7
1 HORVU3Hr1G016440.2
1 HORVU3Hr1G016700.31
1 HORVU3Hr1G016900.1
1 HORVU3Hr1G016930.1
1 HORVU3Hr1G017470.1
1 HORVU3Hr1G017750.11
1 HORVU3Hr1G018550.1
1 HORVU3Hr1G019920.5
1 HORVU3Hr1G020210.2
1 HORVU3Hr1G020470.1
1 HORVU3Hr1G020960.1
1 HORVU3Hr1G021970.10
1 HORVU3Hr1G022060.2
1 HORVU3Hr1G022240.1
1 HORVU3Hr1G022420.1
1 HORVU3Hr1G022540.2
1 HORVU3Hr1G022800.1
1 HORVU3Hr1G022850.32
1 HORVU3Hr1G023660.1
1 HORVU3Hr1G024890.2
1 HORVU3Hr1G027350.1
1 HORVU3Hr1G027970.5
1 HORVU3Hr1G029080.1
1 HORVU3Hr1G030260.1
1 HORVU3Hr1G030710.1
1 HORVU3Hr1G030720.2
1 HORVU3Hr1G030890.1
1 HORVU3Hr1G033330.1
1 HORVU3Hr1G034670.8
1 HORVU3Hr1G034890.1
1 HORVU3Hr1G036780.1
1 HORVU3Hr1G038230.1
1 HORVU3Hr1G039070.1
1 HORVU3Hr1G041230.1
1 HORVU3Hr1G041330.1
1 HORVU3Hr1G042500.2
1 HORVU3Hr1G046430.2
1 HORVU3Hr1G049120.14
1 HORVU3Hr1G049480.9
1 HORVU3Hr1G049960.4
1 HORVU3Hr1G050600.1
1 HORVU3Hr1G050640.1
1 HORVU3Hr1G050860.1
1 HORVU3Hr1G052600.1
1 HORVU3Hr1G052700.1
1 HORVU3Hr1G053020.1
1 HORVU3Hr1G053300.1
1 HORVU3Hr1G053680.1
1 HORVU3Hr1G056550.8
1 HORVU3Hr1G058140.1
1 HORVU3Hr1G058150.3
1 HORVU3Hr1G059140.1
1 HORVU3Hr1G059310.3
1 HORVU3Hr1G060560.1
1 HORVU3Hr1G060580.12
1 HORVU3Hr1G061130.1
1 HORVU3Hr1G061140.2
1 HORVU3Hr1G061240.1
1 HORVU3Hr1G061320.2
1 HORVU3Hr1G061450.4
1 HORVU3Hr1G061930.1
1 HORVU3Hr1G062060.1
1 HORVU3Hr1G062240.1
1 HORVU3Hr1G062340.4
1 HORVU3Hr1G062470.4
1 HORVU3Hr1G062620.2
1 HORVU3Hr1G065950.2
1 HORVU3Hr1G067020.1
1 HORVU3Hr1G067060.2
1 HORVU3Hr1G067290.1
1 HORVU3Hr1G067860.2
1 HORVU3Hr1G068250.1
1 HORVU3Hr1G068380.2
1 HORVU3Hr1G068450.2
1 HORVU3Hr1G068910.2
1 HORVU3Hr1G069140.1
1 HORVU3Hr1G069940.1
1 HORVU3Hr1G070240.2
1 HORVU3Hr1G070300.2
1 HORVU3Hr1G071190.2
1 HORVU3Hr1G071370.1
1 HORVU3Hr1G072070.2
1 HORVU3Hr1G072520.1
1 HORVU3Hr1G076480.23
1 HORVU3Hr1G077160.1
1 HORVU3Hr1G077980.1
1 HORVU3Hr1G078220.1
1 HORVU3Hr1G078360.13
1 HORVU3Hr1G078450.1
1 HORVU3Hr1G079050.3
1 HORVU3Hr1G080490.4
1 HORVU3Hr1G081320.1
1 HORVU3Hr1G081590.2
1 HORVU3Hr1G082780.3
1 HORVU3Hr1G083850.1
1 HORVU3Hr1G085640.2
1 HORVU3Hr1G087490.1
1 HORVU3Hr1G087690.1
1 HORVU3Hr1G087850.1
1 HORVU3Hr1G088640.1
1 HORVU3Hr1G088690.5
1 HORVU3Hr1G088830.2
1 HORVU3Hr1G088900.4
1 HORVU3Hr1G089410.1
1 HORVU3Hr1G089700.1
1 HORVU3Hr1G089720.1
1 HORVU3Hr1G090460.1
1 HORVU3Hr1G092720.1
1 HORVU3Hr1G094660.2
1 HORVU3Hr1G095360.26
1 HORVU3Hr1G095420.3
1 HORVU3Hr1G095760.14
1 HORVU3Hr1G095940.2
1 HORVU3Hr1G096430.2
1 HORVU3Hr1G096690.8
1 HORVU3Hr1G096700.1
1 HORVU3Hr1G096710.1
1 HORVU3Hr1G097010.17
1 HORVU3Hr1G097170.1
1 HORVU3Hr1G097430.1
1 HORVU3Hr1G098220.1
1 HORVU3Hr1G098430.2
1 HORVU3Hr1G098610.1
1 HORVU3Hr1G098660.3
1 HORVU3Hr1G098730.2
1 HORVU3Hr1G099180.1
1 HORVU3Hr1G099400.7
1 HORVU3Hr1G099530.1
1 HORVU3Hr1G099740.7
1 HORVU3Hr1G101170.1
1 HORVU3Hr1G101220.2
1 HORVU3Hr1G101950.5
1 HORVU3Hr1G101970.1
1 HORVU3Hr1G102310.1
1 HORVU3Hr1G102340.2
1 HORVU3Hr1G102720.1
1 HORVU3Hr1G103520.1
1 HORVU3Hr1G104200.1
1 HORVU3Hr1G104590.2
1 HORVU3Hr1G105020.39
1 HORVU3Hr1G106660.3
1 HORVU3Hr1G107020.3
1 HORVU3Hr1G107200.1
1 HORVU3Hr1G107340.2
1 HORVU3Hr1G107350.6
1 HORVU3Hr1G107440.1
1 HORVU3Hr1G107690.2
1 HORVU3Hr1G108120.1
1 HORVU3Hr1G108260.1
1 HORVU3Hr1G108750.2
1 HORVU3Hr1G109780.2
1 HORVU3Hr1G109890.1
1 HORVU3Hr1G110110.2
1 HORVU3Hr1G110190.1
1 HORVU3Hr1G110330.1
1 HORVU3Hr1G110530.2
1 HORVU3Hr1G110740.14
1 HORVU3Hr1G110850.8
1 HORVU3Hr1G110990.1
1 HORVU3Hr1G111420.1
1 HORVU3Hr1G111880.45
1 HORVU3Hr1G112140.1
1 HORVU3Hr1G112260.1
1 HORVU3Hr1G112610.1
1 HORVU3Hr1G112930.3
1 HORVU3Hr1G115260.14
1 HORVU3Hr1G116200.5
1 HORVU3Hr1G116450.2
1 HORVU3Hr1G116600.1
1 HORVU3Hr1G117540.2
1 HORVU3Hr1G117840.7
1 HORVU4Hr1G000150.3
1 HORVU4Hr1G000410.1
1 HORVU4Hr1G000420.9
1 HORVU4Hr1G000780.3
1 HORVU4Hr1G001080.1
1 HORVU4Hr1G001450.6
1 HORVU4Hr1G001710.1
1 HORVU4Hr1G002160.1
1 HORVU4Hr1G003060.5
1 HORVU4Hr1G003190.12
1 HORVU4Hr1G003450.1
1 HORVU4Hr1G003810.1
1 HORVU4Hr1G004130.3
1 HORVU4Hr1G004230.14
1 HORVU4Hr1G004590.4
1 HORVU4Hr1G005370.1
1 HORVU4Hr1G005480.1
1 HORVU4Hr1G006780.1
1 HORVU4Hr1G008170.3
1 HORVU4Hr1G009960.1
1 HORVU4Hr1G010080.6
1 HORVU4Hr1G011110.4
1 HORVU4Hr1G011790.16
1 HORVU4Hr1G012480.3
1 HORVU4Hr1G013230.1
1 HORVU4Hr1G013520.1
1 HORVU4Hr1G013780.2
1 HORVU4Hr1G013910.21
1 HORVU4Hr1G013940.1
1 HORVU4Hr1G013990.1
1 HORVU4Hr1G014120.2
1 HORVU4Hr1G014690.22
1 HORVU4Hr1G015560.1
1 HORVU4Hr1G015630.1
1 HORVU4Hr1G015890.6
1 HORVU4Hr1G016260.8
1 HORVU4Hr1G016390.1
1 HORVU4Hr1G016980.1
1 HORVU4Hr1G018590.1
1 HORVU4Hr1G019510.1
1 HORVU4Hr1G020470.1
1 HORVU4Hr1G020920.1
1 HORVU4Hr1G023470.7
1 HORVU4Hr1G024430.8
1 HORVU4Hr1G027400.9
1 HORVU4Hr1G027590.15
1 HORVU4Hr1G028860.1
1 HORVU4Hr1G031990.1
1 HORVU4Hr1G032660.2
1 HORVU4Hr1G032690.2
1 HORVU4Hr1G032990.1
1 HORVU4Hr1G033810.2
1 HORVU4Hr1G034710.2
1 HORVU4Hr1G036870.1
1 HORVU4Hr1G038940.5
1 HORVU4Hr1G040950.3
1 HORVU4Hr1G043620.1
1 HORVU4Hr1G043640.1
1 HORVU4Hr1G043740.1
1 HORVU4Hr1G045800.1
1 HORVU4Hr1G048210.6
1 HORVU4Hr1G048960.11
1 HORVU4Hr1G049520.1
1 HORVU4Hr1G051220.1
1 HORVU4Hr1G051260.2
1 HORVU4Hr1G051320.3
1 HORVU4Hr1G051840.1
1 HORVU4Hr1G051980.1
1 HORVU4Hr1G052350.5
1 HORVU4Hr1G052450.1
1 HORVU4Hr1G052770.1
1 HORVU4Hr1G052880.2
1 HORVU4Hr1G053790.2
1 HORVU4Hr1G053870.1
1 HORVU4Hr1G053900.1
1 HORVU4Hr1G054230.1
1 HORVU4Hr1G054400.15
1 HORVU4Hr1G054890.11
1 HORVU4Hr1G055300.1
1 HORVU4Hr1G055450.1
1 HORVU4Hr1G055780.1
1 HORVU4Hr1G056060.2
1 HORVU4Hr1G056520.4
1 HORVU4Hr1G057240.1
1 HORVU4Hr1G058020.1
1 HORVU4Hr1G058210.4
1 HORVU4Hr1G058410.1
1 HORVU4Hr1G058760.1
1 HORVU4Hr1G059050.32
1 HORVU4Hr1G059630.1
1 HORVU4Hr1G060330.6
1 HORVU4Hr1G060500.1
1 HORVU4Hr1G060520.1
1 HORVU4Hr1G060680.2
1 HORVU4Hr1G061070.1
1 HORVU4Hr1G061260.1
1 HORVU4Hr1G061890.2
1 HORVU4Hr1G061910.1
1 HORVU4Hr1G061990.1
1 HORVU4Hr1G062420.1
1 HORVU4Hr1G064040.3
1 HORVU4Hr1G064450.1
1 HORVU4Hr1G065010.4
1 HORVU4Hr1G065410.1
1 HORVU4Hr1G065830.1
1 HORVU4Hr1G066430.12
1 HORVU4Hr1G066730.1
1 HORVU4Hr1G067010.2
1 HORVU4Hr1G067060.7
1 HORVU4Hr1G067550.5
1 HORVU4Hr1G067620.2
1 HORVU4Hr1G067810.1
1 HORVU4Hr1G068030.12
1 HORVU4Hr1G068400.2
1 HORVU4Hr1G068660.1
1 HORVU4Hr1G068690.4
1 HORVU4Hr1G068830.6
1 HORVU4Hr1G069380.3
1 HORVU4Hr1G069390.1
1 HORVU4Hr1G070550.1
1 HORVU4Hr1G071470.2
1 HORVU4Hr1G071740.2
1 HORVU4Hr1G072210.1
1 HORVU4Hr1G072260.1
1 HORVU4Hr1G072350.1
1 HORVU4Hr1G073880.1
1 HORVU4Hr1G073990.9
1 HORVU4Hr1G074010.1
1 HORVU4Hr1G074090.2
1 HORVU4Hr1G074300.4
1 HORVU4Hr1G074310.1
1 HORVU4Hr1G074370.1
1 HORVU4Hr1G074530.5
1 HORVU4Hr1G074690.3
1 HORVU4Hr1G075750.3
1 HORVU4Hr1G076050.1
1 HORVU4Hr1G076900.1
1 HORVU4Hr1G077170.4
1 HORVU4Hr1G077680.11
1 HORVU4Hr1G078540.12
1 HORVU4Hr1G079360.4
1 HORVU4Hr1G081040.4
